date,open,high,low,close,volume,ma50,ma200
2026-02-02 10:25:00,354.03,354.06,353.0,353.21,506600,,
2026-02-02 10:30:00,353.22,353.52,352.55,352.8,445813,,
2026-02-02 10:35:00,352.6,353.88,352.49,352.75,488722,,
2026-02-02 10:40:00,352.73,354.9,352.71,354.35,390118,,
2026-02-02 10:45:00,354.35,354.59,353.7,353.95,291422,,
2026-02-02 10:50:00,353.99,354.2,353.48,354.03,446160,,
2026-02-02 10:55:00,354.05,354.05,353.19,353.56,267200,,
2026-02-02 11:00:00,353.56,353.99,352.1,352.29,409710,,
2026-02-02 11:05:00,352.3,352.54,351.46,352.35,416800,,
2026-02-02 11:10:00,352.32,352.67,351.6,352.67,250871,,
2026-02-02 11:15:00,352.75,353.0,352.16,352.55,331240,,
2026-02-02 11:20:00,352.58,352.58,350.5,351.45,460273,,
2026-02-02 11:25:00,351.52,351.99,350.83,351.01,265590,,
2026-02-02 11:30:00,351.1,351.34,349.59,349.8,457760,,
2026-02-02 13:05:00,349.8,352.59,349.75,352.49,517464,,
2026-02-02 13:10:00,352.49,352.99,351.93,352.99,370554,,
2026-02-02 13:15:00,353.0,353.0,351.47,351.5,365460,,
2026-02-02 13:20:00,351.5,351.75,350.04,350.08,347500,,
2026-02-02 13:25:00,350.2,351.35,350.2,350.39,479100,,
2026-02-02 13:30:00,350.49,350.84,349.5,349.53,436180,,
2026-02-02 13:35:00,349.52,350.0,348.82,348.82,610900,,
2026-02-02 13:40:00,348.77,349.31,348.32,348.71,579492,,
2026-02-02 13:45:00,348.83,349.94,348.18,348.35,734200,,
2026-02-02 13:50:00,348.53,348.87,348.01,348.74,583560,,
2026-02-02 13:55:00,348.75,349.03,348.0,348.38,572300,,
2026-02-02 14:00:00,348.39,350.96,348.39,349.78,629500,,
2026-02-02 14:05:00,349.8,351.0,349.8,350.65,564646,,
2026-02-02 14:10:00,350.82,351.46,350.69,351.37,541360,,
2026-02-02 14:15:00,351.21,351.47,350.44,350.9,583527,,
2026-02-02 14:20:00,350.9,350.9,349.93,349.93,479400,,
2026-02-02 14:25:00,349.91,350.59,349.91,350.13,614680,,
2026-02-02 14:30:00,350.14,350.55,349.68,349.71,576944,,
2026-02-02 14:35:00,349.7,350.5,349.55,350.34,495180,,
2026-02-02 14:40:00,350.31,350.32,349.39,349.63,717499,,
2026-02-02 14:45:00,349.5,349.52,348.2,348.41,679200,,
