date,open,high,low,close,volume,ma50,ma200
2026-09-09 13:25:00,329.26,329.49,329.01,329.47,326700,,
2026-09-09 13:30:00,329.46,330.52,329.46,329.91,438300,,
2026-09-09 13:35:00,329.88,329.94,329.42,329.86,338600,,
2026-09-09 13:40:00,329.86,330.34,329.57,330.34,433143,,
2026-09-09 13:45:00,330.42,330.94,330.23,330.45,440614,,
2026-09-09 13:50:00,330.44,333.45,330.42,333.41,1270800,,
2026-09-09 13:55:00,333.28,334.66,332.97,334.66,1158882,,
2026-09-09 14:00:00,334.68,335.99,334.68,335.77,1100372,,
2026-09-09 14:05:00,335.98,336.41,335.5,335.94,924950,,
2026-09-09 14:10:00,336.0,337.0,335.95,337.0,896899,,
2026-09-09 14:15:00,336.93,336.98,336.06,336.41,732592,,
2026-09-09 14:20:00,336.53,336.77,336.09,336.09,543400,,
2026-09-09 14:25:00,336.03,336.55,335.52,336.55,527274,,
2026-09-09 14:30:00,336.58,337.27,336.35,337.27,708060,,
2026-09-09 14:35:00,337.29,337.65,336.95,337.51,945760,,
2026-09-09 14:40:00,337.51,337.52,337.13,337.27,630680,,
2026-09-09 14:45:00,337.24,337.28,336.83,336.96,859400,,
2026-09-09 14:50:00,336.98,336.98,336.5,336.5,1097381,,
2026-09-09 14:55:00,336.5,336.84,336.5,336.63,912039,,
2026-09-09 15:00:00,336.65,337.01,336.65,336.84,828777,,
2026-09-10 09:35:00,335.9,335.9,332.79,333.01,2478201,,
2026-09-10 09:40:00,333.15,333.32,330.82,331.78,1520338,,
2026-09-10 09:45:00,331.79,334.36,331.79,333.39,1134700,,
2026-09-10 09:50:00,333.34,336.3,333.34,335.78,996802,,
2026-09-10 09:55:00,335.75,336.01,334.35,334.66,635900,,
2026-09-10 10:00:00,334.73,335.8,334.32,335.32,460100,,
2026-09-10 10:05:00,335.35,335.41,334.83,334.89,564973,,
2026-09-10 10:10:00,334.84,335.71,334.74,335.22,422400,,
2026-09-10 10:15:00,335.25,335.25,334.52,335.16,320700,,
2026-09-10 10:20:00,335.15,336.0,335.13,335.78,490800,,
2026-09-10 10:25:00,335.78,336.25,335.3,336.25,370200,,
2026-09-10 10:30:00,336.29,337.07,336.27,337.01,618705,,
2026-09-10 10:35:00,337.0,337.46,336.8,337.15,481096,,
2026-09-10 10:40:00,337.15,337.9,336.84,337.3,465100,,
2026-09-10 10:45:00,337.29,337.87,336.7,337.87,314700,,
2026-09-10 10:50:00,337.88,338.96,337.87,338.13,864900,,
2026-09-10 10:55:00,338.11,340.0,338.11,339.4,1049791,,
2026-09-10 11:00:00,339.42,339.88,339.29,339.56,621850,,
2026-09-10 11:05:00,339.55,340.11,338.68,338.76,881300,,
2026-09-10 11:10:00,338.75,338.8,338.02,338.73,302560,,
2026-09-10 11:15:00,338.73,339.22,338.71,338.86,364000,,
2026-09-10 11:20:00,338.88,339.85,338.87,339.59,442700,,
2026-09-10 11:25:00,339.58,339.98,339.31,339.31,423200,,
2026-09-10 11:30:00,339.31,340.03,339.06,339.68,358800,,
2026-09-10 13:05:00,339.89,340.4,339.06,339.06,777000,,
2026-09-10 13:10:00,339.06,339.8,339.0,339.0,487400,,
2026-09-10 13:15:00,339.0,339.01,338.4,338.99,394897,,
2026-09-10 13:20:00,339.0,339.46,338.67,339.38,448403,,
2026-09-10 13:25:00,339.4,340.67,339.4,340.64,639176,,
2026-09-10 13:30:00,340.64,340.7,339.51,339.51,500300,336.2802,
2026-09-10 13:35:00,339.51,340.5,339.51,340.48,408900,336.5004,
2026-09-10 13:40:00,340.48,340.5,339.82,339.82,386100,336.6986,
2026-09-10 13:45:00,339.82,339.84,339.35,339.64,353100,336.89419999999996,
2026-09-10 13:50:00,339.64,339.96,339.31,339.51,358920,337.07759999999996,
2026-09-10 13:55:00,339.51,340.45,339.44,340.32,577400,337.275,
2026-09-10 14:00:00,340.36,340.59,340.24,340.3,567400,337.4128,
2026-09-10 14:05:00,340.29,340.32,339.9,339.95,338200,337.5186,
2026-09-10 14:10:00,339.94,340.17,339.89,340.03,278743,337.60380000000004,
2026-09-10 14:15:00,340.01,340.07,339.92,340.0,281119,337.685,
2026-09-10 14:20:00,340.0,340.1,339.9,340.08,260900,337.74659999999994,
2026-09-10 14:25:00,340.1,340.2,340.01,340.09,248300,337.82019999999994,
2026-09-10 14:30:00,340.08,340.08,339.8,340.03,379180,337.89899999999994,
2026-09-10 14:35:00,340.05,340.41,339.9,339.9,471413,337.966,
2026-09-10 14:40:00,339.89,340.0,339.09,339.09,584425,338.00239999999997,
2026-09-10 14:45:00,339.13,339.13,338.21,338.21,693700,338.0164,
2026-09-10 14:50:00,338.21,338.44,338.18,338.27,995250,338.0364,
2026-09-10 14:55:00,338.28,338.28,337.62,337.77,1272385,338.05260000000004,
2026-09-10 15:00:00,337.8,338.27,337.8,338.06,832003,338.08380000000005,
2026-09-11 09:35:00,333.06,335.23,331.47,332.46,2955137,338.0004,
2026-09-11 09:40:00,332.73,333.51,331.44,332.38,1208801,337.91119999999995,
2026-09-11 09:45:00,332.5,332.51,330.26,330.52,1227899,337.8614,
2026-09-11 09:50:00,330.46,331.22,329.52,329.52,1390850,337.8162,
2026-09-11 09:55:00,329.6,331.22,329.32,330.82,948143,337.7648,
2026-09-11 10:00:00,330.71,331.19,330.6,330.67,451200,337.6626,
2026-09-11 10:05:00,330.67,331.21,330.5,330.51,528900,337.57959999999997,
2026-09-11 10:10:00,330.5,330.51,329.31,329.96,891800,337.4724,
2026-09-11 10:15:00,329.96,330.07,328.55,328.73,936105,337.34920000000005,
2026-09-11 10:20:00,328.76,329.11,328.35,329.11,741600,337.227,
2026-09-11 10:25:00,328.94,330.07,328.94,329.63,520355,337.1164,
2026-09-11 10:30:00,329.62,330.01,329.38,329.65,546000,336.9938,
2026-09-11 10:35:00,329.67,330.23,329.38,329.39,502607,336.8566,
2026-09-11 10:40:00,329.37,329.84,329.04,329.52,343880,336.7068,
2026-09-11 10:45:00,329.29,329.33,328.59,328.83,492695,336.5403999999999,
2026-09-11 10:50:00,328.8,329.99,328.73,329.55,336900,336.3854,
2026-09-11 10:55:00,329.48,329.64,329.09,329.24,228887,336.2128,
2026-09-11 11:00:00,329.21,330.48,329.12,330.25,512920,336.05519999999996,
2026-09-11 11:05:00,330.29,330.65,330.0,330.24,371000,335.87200000000007,
2026-09-11 11:10:00,330.03,330.41,329.62,329.78,276600,335.6764,
2026-09-11 11:15:00,329.83,330.18,329.51,329.58,337500,335.4928,
2026-09-11 11:20:00,329.39,329.97,329.15,329.5,315605,335.30819999999994,
2026-09-11 11:25:00,329.52,330.15,329.35,329.44,301800,335.11980000000005,
2026-09-11 11:30:00,329.41,329.94,329.0,329.65,346840,334.921,
2026-09-11 13:05:00,329.89,330.88,329.65,330.33,955920,334.7414,
2026-09-11 13:10:00,330.35,330.59,329.92,330.34,398500,334.5546,
2026-09-11 13:15:00,330.34,330.37,329.79,330.1,307503,334.37539999999996,
2026-09-11 13:20:00,330.09,330.3,329.68,329.7,311500,334.18940000000003,
2026-09-11 13:25:00,329.69,330.15,329.55,329.62,283600,334.00199999999995,
2026-09-11 13:30:00,329.62,330.02,329.5,329.79,295600,333.81019999999995,
2026-09-11 13:35:00,329.79,330.42,329.77,329.96,218920,333.59659999999997,
2026-09-11 13:40:00,329.97,330.52,329.96,330.19,309632,333.4102,
2026-09-11 13:45:00,330.12,330.22,329.6,330.01,381068,333.2008,
2026-09-11 13:50:00,330.05,330.68,330.01,330.2,393900,333.00839999999994,
2026-09-11 13:55:00,330.18,331.54,330.11,331.09,614800,332.8374,
2026-09-11 14:00:00,331.16,331.41,330.72,330.72,318200,332.6616,
2026-09-11 14:05:00,330.75,330.84,330.08,330.52,315900,332.4656,
2026-09-11 14:10:00,330.4,330.8,330.07,330.57,379000,332.27099999999996,
2026-09-11 14:15:00,330.57,331.4,330.41,331.29,381816,332.0978,
2026-09-11 14:20:00,331.28,331.51,331.13,331.45,468593,331.92620000000005,
2026-09-11 14:25:00,331.46,331.61,331.23,331.43,420100,331.75480000000005,
2026-09-11 14:30:00,331.45,331.53,330.64,330.95,499600,331.5722,
2026-09-11 14:35:00,330.95,331.09,330.65,330.69,442280,331.38419999999996,
2026-09-11 14:40:00,330.65,330.88,330.58,330.64,450800,331.1964,
2026-09-11 14:45:00,330.63,330.67,330.11,330.24,522700,331.0032,
2026-09-11 14:50:00,330.25,331.21,330.23,331.17,686936,330.84479999999996,
2026-09-11 14:55:00,331.17,331.28,331.03,331.16,766726,330.7038,
2026-09-11 15:00:00,331.17,331.17,330.51,330.51,822378,330.5486,
2026-09-14 09:35:00,334.51,339.72,334.51,339.44,4637889,330.582,
2026-09-14 09:40:00,339.66,339.66,338.38,339.49,2040392,330.6106,
2026-09-14 09:45:00,339.47,340.0,338.59,339.16,1531004,330.7446,
2026-09-14 09:50:00,339.15,339.85,338.31,338.5,766286,330.86699999999996,
2026-09-14 09:55:00,338.59,339.06,338.1,338.12,532200,331.019,
2026-09-14 10:00:00,338.16,339.18,338.02,338.9,572000,331.2066,
2026-09-14 10:05:00,338.82,339.7,338.79,339.56,635901,331.3814,
2026-09-14 10:10:00,339.59,339.6,338.8,339.57,466064,331.5593999999999,
2026-09-14 10:15:00,339.53,340.0,339.27,339.97,910900,331.7486,
2026-09-14 10:20:00,339.95,339.95,338.85,339.68,353794,331.94300000000004,
2026-09-14 10:25:00,339.63,340.96,339.63,340.96,1134206,332.18760000000003,
2026-09-14 10:30:00,340.97,341.8,340.75,341.14,670406,332.4282,
2026-09-14 10:35:00,341.1,341.1,340.73,340.84,297599,332.6524,
2026-09-14 10:40:00,340.84,340.99,340.4,340.57,373844,332.8707999999999,
2026-09-14 10:45:00,340.56,340.92,340.37,340.37,311700,333.0904,
2026-09-14 10:50:00,340.42,340.86,340.42,340.68,251100,333.3136,
2026-09-14 10:55:00,340.74,340.9,340.22,340.89,287200,333.55479999999994,
2026-09-14 11:00:00,340.89,340.9,340.0,340.07,260100,333.7652,
2026-09-14 11:05:00,340.01,340.58,340.01,340.32,234900,333.9868,
2026-09-14 11:10:00,340.39,340.68,340.29,340.64,194600,334.1946,
2026-09-14 11:15:00,340.64,341.15,340.57,341.11,279880,334.412,
2026-09-14 11:20:00,341.11,341.17,340.71,341.04,395087,334.6372,
2026-09-14 11:25:00,341.05,341.05,340.62,341.0,182613,334.8656,
2026-09-14 11:30:00,341.0,341.02,340.63,341.0,172960,335.0956,
2026-09-14 13:05:00,340.85,341.0,339.85,340.07,741040,335.3082,
2026-09-14 13:10:00,340.08,340.58,340.07,340.13,266000,335.51779999999997,
2026-09-14 13:15:00,340.11,340.24,339.98,340.11,286800,335.71340000000004,
2026-09-14 13:20:00,340.11,340.14,339.71,340.02,265400,335.90700000000004,
2026-09-14 13:25:00,340.02,340.02,339.6,339.88,248860,336.10259999999994,
2026-09-14 13:30:00,339.86,340.15,339.11,339.35,331400,336.2956,
2026-09-14 13:35:00,339.34,339.54,338.66,338.68,388900,336.4768,
2026-09-14 13:40:00,338.68,338.9,338.22,338.9,361899,336.65899999999993,
2026-09-14 13:45:00,338.9,339.0,338.3,338.55,300700,336.8308,
2026-09-14 13:50:00,338.53,338.75,338.23,338.75,297300,337.00200000000007,
2026-09-14 13:55:00,338.78,338.79,338.09,338.28,335800,337.1674,
2026-09-14 14:00:00,338.24,338.24,337.6,337.68,492300,337.31700000000006,
2026-09-14 14:05:00,337.66,337.66,337.38,337.49,403059,337.445,
2026-09-14 14:10:00,337.49,337.63,337.3,337.61,304900,337.58279999999996,
2026-09-14 14:15:00,337.6,337.88,337.46,337.82,318400,337.7288,
2026-09-14 14:20:00,337.82,337.85,337.46,337.46,249300,337.86660000000006,
2026-09-14 14:25:00,337.46,337.94,337.46,337.75,288400,337.99580000000003,
2026-09-14 14:30:00,337.76,337.98,337.68,337.96,247636,338.126,
2026-09-14 14:35:00,337.97,337.99,337.57,337.57,339700,338.24879999999996,
2026-09-14 14:40:00,337.57,337.82,337.55,337.55,317915,338.3808,
2026-09-14 14:45:00,337.56,337.64,337.49,337.58,356300,338.5186,
2026-09-14 14:50:00,337.59,337.59,337.25,337.38,484055,338.6534,
2026-09-14 14:55:00,337.37,337.72,337.31,337.6,552700,338.80060000000003,
2026-09-14 15:00:00,337.46,337.6,337.11,337.11,513513,338.9194,
2026-09-15 09:35:00,335.0,335.3,332.1,333.48,2211900,338.9658,
2026-09-15 09:40:00,333.38,334.0,332.7,332.7,839500,339.0096000000001,
2026-09-15 09:45:00,332.7,332.7,332.04,332.7,965499,338.87479999999994,
2026-09-15 09:50:00,332.7,333.15,332.1,332.8,548300,338.74100000000004,
2026-09-15 09:55:00,332.76,332.76,331.03,331.99,1001913,338.5976,
2026-09-15 10:00:00,331.99,332.31,331.59,332.0,345918,338.4676,
2026-09-15 10:05:00,332.0,332.68,331.3,332.25,589300,338.3502,
2026-09-15 10:10:00,332.21,332.25,331.6,331.98,437280,338.2118,
2026-09-15 10:15:00,331.97,332.05,331.23,331.23,546600,338.04519999999997,
2026-09-15 10:20:00,331.25,331.75,331.01,331.67,618050,337.8872,
2026-09-15 10:25:00,331.67,332.78,331.67,332.78,391400,337.74339999999995,
2026-09-15 10:30:00,332.78,333.37,332.5,333.25,483536,337.61479999999995,
2026-09-15 10:35:00,333.27,333.27,332.74,333.13,299400,337.4582,
2026-09-15 10:40:00,333.13,333.5,332.75,333.06,220300,337.29659999999996,
2026-09-15 10:45:00,333.14,333.36,332.38,332.49,234000,337.1296,
2026-09-15 10:50:00,332.48,332.77,331.33,331.52,390598,336.9486,
2026-09-15 10:55:00,331.63,331.64,331.36,331.48,307200,336.7708,
2026-09-15 11:00:00,331.49,331.85,330.67,330.87,596321,336.5746,
2026-09-15 11:05:00,330.88,331.09,330.51,330.73,453784,336.3714,
2026-09-15 11:10:00,330.73,331.03,330.67,330.7,291900,336.184,
2026-09-15 11:15:00,330.71,330.71,330.45,330.61,369916,335.98979999999995,
2026-09-15 11:20:00,330.6,330.6,330.11,330.11,420000,335.7792,
2026-09-15 11:25:00,330.11,330.32,329.5,329.6,917500,335.5489999999999,
2026-09-15 11:30:00,329.7,329.79,329.48,329.63,354500,335.3208,
2026-09-15 13:05:00,329.63,329.63,327.17,327.17,1676300,335.04420000000005,
2026-09-15 13:10:00,327.18,327.46,327.06,327.35,724500,334.7712,
2026-09-15 13:15:00,327.2,327.28,326.11,326.4,1170999,334.49780000000004,
2026-09-15 13:20:00,326.4,326.93,326.03,326.93,895600,334.2338,
2026-09-15 13:25:00,326.84,326.9,326.19,326.27,648100,333.957,
2026-09-15 13:30:00,326.27,326.28,326.01,326.17,633200,333.68,
2026-09-15 13:35:00,326.07,326.07,324.12,324.12,1919999,333.36480000000006,
2026-09-15 13:40:00,324.12,324.13,322.81,322.81,1316500,333.034,
2026-09-15 13:45:00,322.81,322.82,320.32,320.72,1820580,332.67479999999995,
2026-09-15 13:50:00,320.61,320.73,319.45,320.63,2677900,332.30940000000004,
2026-09-15 13:55:00,320.64,322.28,319.89,319.89,1445634,331.93620000000004,
2026-09-15 14:00:00,319.98,320.05,318.22,318.33,1790891,331.5278,334.55505
2026-09-15 14:05:00,318.3,319.33,317.83,318.0,2006818,331.1222,334.49769999999995
2026-09-15 14:10:00,317.9,319.44,317.51,319.44,1599720,330.75739999999996,334.44534999999996
2026-09-15 14:15:00,319.44,320.0,319.32,320.0,828202,330.4076,334.39604999999995
2026-09-15 14:20:00,320.0,320.18,319.04,319.4,1096117,330.04339999999996,334.34135000000003
2026-09-15 14:25:00,319.4,319.52,316.96,316.96,2096483,329.6261999999999,334.27389999999997
2026-09-15 14:30:00,317.0,317.13,316.79,317.04,1318180,329.2178,334.19205
2026-09-15 14:35:00,317.07,317.54,316.08,316.15,1686091,328.7858,334.0995
2026-09-15 14:40:00,316.12,316.35,316.01,316.28,1337494,328.35220000000004,334.00205
2026-09-15 14:45:00,316.28,317.4,316.26,316.77,1207139,327.93620000000004,333.9062
