date,open,high,low,close,volume,ma50,ma200
2026-04-17 13:25:00,1406.1,1408.3,1405.86,1408.25,85900,,
2026-04-17 13:30:00,1408.23,1408.37,1406.41,1406.51,81200,,
2026-04-17 13:35:00,1406.54,1406.54,1405.01,1405.1,81200,,
2026-04-17 13:40:00,1405.06,1405.25,1405.06,1405.25,59000,,
2026-04-17 13:45:00,1405.12,1405.49,1405.1,1405.49,60431,,
2026-04-17 13:50:00,1405.5,1406.54,1405.5,1406.54,60184,,
2026-04-17 13:55:00,1406.55,1409.14,1406.55,1409.14,83732,,
2026-04-17 14:00:00,1409.25,1410.0,1408.27,1408.27,78200,,
2026-04-17 14:05:00,1408.32,1408.32,1406.98,1406.98,79600,,
2026-04-17 14:10:00,1406.88,1407.43,1406.5,1407.0,64947,,
2026-04-17 14:15:00,1407.0,1407.0,1406.18,1406.23,69853,,
2026-04-17 14:20:00,1406.18,1406.29,1405.66,1405.66,106200,,
2026-04-17 14:25:00,1405.64,1405.74,1405.55,1405.74,69475,,
2026-04-17 14:30:00,1405.7,1405.71,1405.0,1405.03,135943,,
2026-04-17 14:35:00,1405.02,1405.2,1405.01,1405.18,98700,,
2026-04-17 14:40:00,1405.18,1405.35,1405.06,1405.27,109278,,
2026-04-17 14:45:00,1405.34,1405.43,1405.31,1405.38,110200,,
2026-04-17 14:50:00,1405.4,1405.47,1405.39,1405.44,133301,,
2026-04-17 14:55:00,1405.45,1406.68,1405.44,1406.68,145064,,
2026-04-17 15:00:00,1406.68,1407.24,1406.6,1407.24,168950,,
2026-04-20 09:35:00,1403.0,1404.0,1400.11,1401.02,558601,,
2026-04-20 09:40:00,1401.82,1403.2,1400.01,1401.96,358141,,
2026-04-20 09:45:00,1401.7,1401.81,1400.25,1401.15,116144,,
2026-04-20 09:50:00,1401.0,1403.0,1401.0,1402.99,118700,,
2026-04-20 09:55:00,1403.14,1405.9,1402.7,1405.33,106134,,
2026-04-20 10:00:00,1404.76,1406.89,1404.05,1406.11,89913,,
2026-04-20 10:05:00,1405.51,1405.96,1404.0,1404.38,83000,,
2026-04-20 10:10:00,1404.3,1404.41,1402.08,1402.24,95400,,
2026-04-20 10:15:00,1402.23,1403.21,1402.08,1402.51,83591,,
2026-04-20 10:20:00,1402.46,1403.89,1402.43,1403.89,48800,,
2026-04-20 10:25:00,1403.83,1405.11,1403.5,1405.11,56000,,
2026-04-20 10:30:00,1405.08,1405.9,1405.0,1405.77,55220,,
2026-04-20 10:35:00,1406.68,1408.0,1406.65,1407.0,83350,,
2026-04-20 10:40:00,1407.02,1409.02,1407.02,1408.79,59076,,
2026-04-20 10:45:00,1408.84,1409.0,1407.86,1407.86,58320,,
2026-04-20 10:50:00,1407.66,1409.8,1406.88,1409.8,51314,,
2026-04-20 10:55:00,1409.8,1412.66,1409.57,1412.66,69200,,
2026-04-20 11:00:00,1412.0,1413.64,1411.47,1413.58,80735,,
2026-04-20 11:05:00,1413.5,1413.88,1411.83,1411.83,100387,,
2026-04-20 11:10:00,1411.83,1413.32,1411.67,1412.97,48978,,
2026-04-20 11:15:00,1412.97,1413.15,1411.5,1411.5,53127,,
2026-04-20 11:20:00,1411.5,1411.5,1408.06,1408.11,61924,,
2026-04-20 11:25:00,1408.06,1411.99,1408.06,1410.52,34325,,
2026-04-20 11:30:00,1410.52,1411.5,1410.0,1411.1,32340,,
2026-04-20 13:05:00,1411.1,1411.94,1408.2,1408.59,98546,,
2026-04-20 13:10:00,1408.6,1408.62,1406.79,1407.51,69810,,
2026-04-20 13:15:00,1407.62,1411.04,1407.53,1410.12,47754,,
2026-04-20 13:20:00,1410.14,1411.0,1408.02,1408.66,33394,,
2026-04-20 13:25:00,1408.65,1409.63,1408.58,1408.98,23461,,
2026-04-20 13:30:00,1408.99,1409.46,1408.88,1409.05,23799,1406.9494,
